4_finetune.py:113: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
total loss: tensor(2183.0305, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4779.1211, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4795.9019, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2823.2527, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2703.8845, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2733.0215, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2778.6040, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(28524.9512, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4623.8252, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2620.3279, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3237.7007, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5644.2520, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2113.1025, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(22108.9375, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2761.0737, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4041.3301, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6242.4985, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3117.5327, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1897.8683, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6440.9370, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5598.6807, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3905.5386, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5785.0220, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(20363.5469, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6038.6250, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4240.2471, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(96634.9375, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2519.8113, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4122.5571, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9714.5859, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4121.9937, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9597.4531, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3263.2900, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4544.1787, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(864822.5000, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12453.8848, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(14753.6416, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3009.9810, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4238.8398, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4312.4497, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3190.1807, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(388630.4688, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5103.7012, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6341.9292, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5402.9917, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2676.2942, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3565.5557, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2365.9316, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6393.9814, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8733.9551, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3675.0925, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2366.9338, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7742.5513, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2341.4907, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4786.0947, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(19910.7402, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2432.6218, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7168.5913, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(17942.9102, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6772.4800, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(785570.3750, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(13859.0664, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(23800.7441, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1569.9905, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2509129.2500, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6730.4761, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3922.3403, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5078.7744, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5209.5898, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3895.1208, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(37520.4453, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5320.8418, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2142.4023, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2097.4478, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11482.5928, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10412.4463, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1617.5906, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(13703.9531, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5366.1968, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5844.3706, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3058.4688, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(42574.8672, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2850.6445, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4749.5146, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3947.0767, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4047.3691, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1854.5020, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(19150.0059, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2645.0503, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9036.9941, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8086.4170, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3263.3411, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12392.4121, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(83642.7344, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2510.3979, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2514.9404, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2738.2163, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4458.5137, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5546.0181, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2471.6594, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2497.1841, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2377.3940, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5705.9229, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10355.9775, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(13429.6475, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6511.6201, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9994.5684, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4612.2344, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8108.2544, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(78505.5078, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3691.9893, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12983.0840, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1720.3855, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2981.2781, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(18992.8008, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(147682.7344, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2629.2612, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6672.2012, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5564.0508, device='cuda:3', grad_fn=<DivBackward0>)
epoch: 1
  0%|          | 0/2586 [00:00<?, ?it/s]
total loss: tensor(2783.1917, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4872.5342, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7301.3701, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(19264.2891, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(16569.5391, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2252.8831, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(179403.4844, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(13618.2148, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9985.2764, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3772.0308, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4193.3560, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6128.7979, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7338.8784, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8978.2441, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7673.1807, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4479.4556, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3774.4885, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4482.4771, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(20269.3672, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5356.0117, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4084.3379, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3620.6179, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4557.8730, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3278.8345, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9001.1494, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3290.2148, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(16597.5918, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8031.3506, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(21046.0586, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(86707.4922, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1580.8032, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1789.8794, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7430.4834, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5253.0947, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5515.1875, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2147.6345, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3752.0637, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6610.1182, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3393.8225, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(63973.0234, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5124.4692, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11991.5742, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(13323.0566, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12443.9521, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2486.3665, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9993.2383, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(15153.0186, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2378.0767, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8175.4814, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(27564.1914, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3689.0686, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11387.4297, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10785.8047, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(13995.4014, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(15769.7354, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(21545.6484, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(84072.9141, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3150.5779, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2341.0393, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3468.2686, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(53107.8867, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5982.3584, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12855.2129, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4474.5176, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1828.6039, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(44065.9258, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4049.4504, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(38972.4297, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3030.3306, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3826.9834, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10342.4004, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3475.6084, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6666.9844, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3766.1274, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(43172.1562, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5012.1084, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(13081.9736, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(36652.3867, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4282.5244, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4823.5308, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(46752.4961, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(143027.4375, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(36602.7266, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3048.7344, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(62854.7539, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9718.6504, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5773.5928, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12010.1084, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6640.8115, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4097.1533, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2908.9873, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6761.9395, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5426.3760, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6957.0781, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3331.5254, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6091.1372, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4462.9756, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(17392.1172, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(34327.2500, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6714.7354, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2821.5366, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4545.4175, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10869.3320, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3351.0630, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5477.6572, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(121432.6641, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1540.7482, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(514581.6250, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2436.2778, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3355.8931, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(15573.9268, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2003.5649, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3368.5312, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2928.2178, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2583.1729, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(23163.6934, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(38672.6641, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2013.7889, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12621.3047, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1860.0562, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3565.9495, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9933.7646, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8523.8232, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3148.5034, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12839.8574, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5003.4531, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5483.0093, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4244.9233, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2202.5471, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9264.2959, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11249.3672, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5013.0840, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8407.1182, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3900.4719, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4050.2185, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8111.1602, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5565.7354, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4059.6885, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9203.5703, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4156.4087, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7595.3213, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4222.9805, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3652.9546, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(47559.7266, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3114.5271, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3132.8582, device='cuda:3', grad_fn=<DivBackward0>)
